|==============|==============|==============|==============|==============|==============|==============|
|      7       |   0.000000   |  532.059968  |  84.679974   |  84.679974   |  -0.000000   |   0.011809   |
|      8       |   0.000000   |  629.097512  |  100.123979  |  100.123979  |  -0.000000   |   0.009988   |
|      9       |   0.000000   |  695.229774  |  110.649255  |  110.649255  |  -0.000000   |   0.009038   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  18.298903   |   2.912361   |   2.912361   |  -0.000000   |   0.343364   |
|      1       |   0.000000   |  38.101529   |   6.064047   |   6.064047   |  -0.000000   |   0.164906   |
|      2       |   0.000000   |  99.655148   |  15.860609   |  15.860609   |  -0.000000   |   0.063049   |
|      3       |   0.000000   |  200.801630  |  31.958572   |  31.958572   |  -0.000000   |   0.031291   |
|      4       |   0.000000   |  235.081827  |  37.414435   |  37.414435   |  -0.000000   |   0.026728   |
|      5       |   0.000000   |  299.022949  |  47.590980   |  47.590980   |  -0.000000   |   0.021012   |
|      6       |   0.000000   |  495.567216  |  78.871972   |  78.871972   |  -0.000000   |   0.012679   |
|      7       |   0.000000   |  529.010222  |  84.194592   |  84.194592   |  -0.000000   |   0.011877   |
|      8       |   0.000000   |  628.131132  |  99.970175   |  99.970175   |  -0.000000   |   0.010003   |
|      9       |   0.000000   |  695.212765  |  110.646548  |  110.646548  |  -0.000000   |   0.009038   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  14.617270   |   2.326411   |   2.326411   |  -0.000000   |   0.429847   |
|      1       |   0.000000   |  37.664499   |   5.994491   |   5.994491   |  -0.000000   |   0.166820   |
|      2       |   0.000000   |  99.675333   |  15.863822   |  15.863822   |  -0.000000   |   0.063037   |
|      3       |   0.000000   |  198.165046  |  31.538947   |  31.538947   |  -0.000000   |   0.031707   |
|      4       |   0.000000   |  233.945999  |  37.233662   |  37.233662   |  -0.000000   |   0.026857   |
|      5       |   0.000000   |  299.083595  |  47.600633   |  47.600633   |  -0.000000   |   0.021008   |
|      6       |   0.000000   |  495.467043  |  78.856029   |  78.856029   |  -0.000000   |   0.012681   |
|      7       |   0.000000   |  526.068130  |  83.726343   |  83.726343   |  -0.000000   |   0.011944   |
|      8       |   0.000000   |  627.142016  |  99.812752   |  99.812752   |  -0.000000   |   0.010019   |
|      9       |   0.000000   |  695.195371  |  110.643780  |  110.643780  |  -0.000000   |   0.009038   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  42.490901   |   6.762637   |   6.762637   |  -0.000000   |   0.147871   |
|      1       |   0.000000   |  42.490901   |   6.762637   |   6.762637   |  -0.000000   |   0.147871   |
|      2       |   0.000000   |  99.345883   |  15.811388   |  15.811388   |  -0.000000   |   0.063246   |
|      3       |   0.000000   |  249.513736  |  39.711344   |  39.711344   |  -0.000000   |   0.025182   |
|      4       |   0.000000   |  249.513736  |  39.711344   |  39.711344   |  -0.000000   |   0.025182   |
|      5       |   0.000000   |  298.037688  |  47.434171   |  47.434171   |  -0.000000   |   0.021082   |
|      6       |   0.000000   |  496.729925  |  79.057023   |  79.057023   |  -0.000000   |   0.012649   |
|      7       |   0.000000   |  640.899653  |  102.002348  |  102.002348  |  -0.000000   |   0.009804   |
|      8       |  -0.000000   |  640.899653  |  102.002348  |  102.002348  |   0.000000   |   0.009804   |
|      9       |   0.000000   |  688.288466  |  109.544512  |  109.544512  |  -0.000000   |   0.009129   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  42.455783   |   6.757048   |   6.757048   |  -0.000000   |   0.147994   |
|      1       |   0.000000   |  42.483479   |   6.761456   |   6.761456   |  -0.000000   |   0.147897   |
|      2       |   0.000000   |  99.346649   |  15.811510   |  15.811510   |  -0.000000   |   0.063245   |
|      3       |   0.000000   |  249.365491  |  39.687751   |  39.687751   |  -0.000000   |   0.025197   |
|      4       |   0.000000   |  249.483074  |  39.706464   |  39.706464   |  -0.000000   |   0.025185   |
|      5       |   0.000000   |  298.040324  |  47.434591   |  47.434591   |  -0.000000   |   0.021082   |
|      6       |   0.000000   |  496.727669  |  79.056664   |  79.056664   |  -0.000000   |   0.012649   |
|      7       |   0.000000   |  639.018098  |  101.702889  |  101.702889  |  -0.000000   |   0.009833   |
|      8       |   0.000000   |  640.872181  |  101.997976  |  101.997976  |  -0.000000   |   0.009804   |
|      9       |   0.000000   |  690.616164  |  109.914976  |  109.914976  |  -0.000000   |   0.009098   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  42.350313   |   6.740262   |   6.740262   |  -0.000000   |   0.148362   |
|      1       |   0.000000   |  42.461193   |   6.757909   |   6.757909   |  -0.000000   |   0.147975   |
|      2       |   0.000000   |  99.348943   |  15.811875   |  15.811875   |  -0.000000   |   0.063244   |
|      3       |   0.000000   |  248.922860  |  39.617304   |  39.617304   |  -0.000000   |   0.025241   |
|      4       |   0.000000   |  249.391177  |  39.691839   |  39.691839   |  -0.000000   |   0.025194   |
|      5       |   0.000000   |  298.048208  |  47.435846   |  47.435846   |  -0.000000   |   0.021081   |
|      6       |   0.000000   |  496.720904  |  79.055587   |  79.055587   |  -0.000000   |   0.012649   |
|      7       |   0.000000   |  634.217769  |  100.938893  |  100.938893  |  -0.000000   |   0.009907   |
|      8       |   0.000000   |  640.789853  |  101.984873  |  101.984873  |  -0.000000   |   0.009805   |
|      9       |   0.000000   |  695.422361  |  110.679906  |  110.679906  |  -0.000000   |   0.009035   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  42.174143   |   6.712223   |   6.712223   |  -0.000000   |   0.148982   |
|      1       |   0.000000   |  42.423984   |   6.751987   |   6.751987   |  -0.000000   |   0.148105   |
|      2       |   0.000000   |  99.352748   |  15.812481   |  15.812481   |  -0.000000   |   0.063241   |
|      3       |   0.000000   |  248.192080  |  39.500996   |  39.500996   |  -0.000000   |   0.025316   |
|      4       |   0.000000   |  249.238318  |  39.667510   |  39.667510   |  -0.000000   |   0.025210   |
|      5       |   0.000000   |  298.061265  |  47.437924   |  47.437924   |  -0.000000   |   0.021080   |
|      6       |   0.000000   |  496.709632  |  79.053793   |  79.053793   |  -0.000000   |   0.012650   |
|      7       |   0.000000   |  627.910862  |  99.935118   |  99.935118   |  -0.000000   |   0.010006   |
|      8       |   0.000000   |  640.652933  |  101.963081  |  101.963081  |  -0.000000   |   0.009807   |
|      9       |   0.000000   |  695.420400  |  110.679594  |  110.679594  |  -0.000000   |   0.009035   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  41.926679   |   6.672838   |   6.672838   |  -0.000000   |   0.149861   |
|      1       |   0.000000   |  42.371757   |   6.743675   |   6.743675   |  -0.000000   |   0.148287   |
|      2       |   0.000000   |  99.358040   |  15.813323   |  15.813323   |  -0.000000   |   0.063238   |
|      3       |   0.000000   |  247.183287  |  39.340442   |  39.340442   |  -0.000000   |   0.025419   |
|      4       |   0.000000   |  249.024946  |  39.633551   |  39.633551   |  -0.000000   |   0.025231   |
|      5       |   0.000000   |  298.079369  |  47.440805   |  47.440805   |  -0.000000   |   0.021079   |
|      6       |   0.000000   |  496.693860  |  79.051283   |  79.051283   |  -0.000000   |   0.012650   |
|      7       |   0.000000   |  621.019482  |  98.838320   |  98.838320   |  -0.000000   |   0.010118   |
|      8       |   0.000000   |  640.461856  |  101.932670  |  101.932670  |  -0.000000   |   0.009810   |
|      9       |   0.000000   |  695.417646  |  110.679156  |  110.679156  |  -0.000000   |   0.009035   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  41.607069   |   6.621971   |   6.621971   |  -0.000000   |   0.151012   |
|      1       |   0.000000   |  42.304374   |   6.732950   |   6.732950   |  -0.000000   |   0.148523   |
|      2       |   0.000000   |  99.364783   |  15.814396   |  15.814396   |  -0.000000   |   0.063234   |
|      3       |   0.000000   |  245.910158  |  39.137817   |  39.137817   |  -0.000000   |   0.025551   |
|      4       |   0.000000   |  248.751681  |  39.590060   |  39.590060   |  -0.000000   |   0.025259   |
|      5       |   0.000000   |  298.102354  |  47.444463   |  47.444463   |  -0.000000   |   0.021077   |
|      6       |   0.000000   |  496.673596  |  79.048058   |  79.048058   |  -0.000000   |   0.012651   |
|      7       |   0.000000   |  614.009942  |  97.722717   |  97.722717   |  -0.000000   |   0.010233   |
|      8       |   0.000000   |  640.217228  |  101.893737  |  101.893737  |  -0.000000   |   0.009814   |
|      9       |   0.000000   |  695.414091  |  110.678590  |  110.678590  |  -0.000000   |   0.009035   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  41.214175   |   6.559440   |   6.559440   |  -0.000000   |   0.152452   |
|      1       |   0.000000   |  42.221661   |   6.719786   |   6.719786   |  -0.000000   |   0.148814   |
|      2       |   0.000000   |  99.372933   |  15.815694   |  15.815694   |  -0.000000   |   0.063228   |
|      3       |   0.000000   |  244.389430  |  38.895786   |  38.895786   |  -0.000000   |   0.025710   |
|      4       |   0.000000   |  248.419310  |  39.537161   |  39.537161   |  -0.000000   |   0.025293   |
|      5       |   0.000000   |  298.130010  |  47.448865   |  47.448865   |  -0.000000   |   0.021075   |
|      6       |   0.000000   |  496.648852  |  79.044120   |  79.044120   |  -0.000000   |   0.012651   |
|      7       |   0.000000   |  607.110187  |  96.624587   |  96.624587   |  -0.000000   |   0.010349   |
|      8       |   0.000000   |  639.919817  |  101.846402  |  101.846402  |  -0.000000   |   0.009819   |
|      9       |   0.000000   |  695.409725  |  110.677895  |  110.677895  |  -0.000000   |   0.009035   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  40.746539   |   6.485013   |   6.485013   |  -0.000000   |   0.154202   |
|      1       |   0.000000   |  42.123405   |   6.704148   |   6.704148   |  -0.000000   |   0.149161   |
|      2       |   0.000000   |  99.382437   |  15.817206   |  15.817206   |  -0.000000   |   0.063222   |
|      3       |   0.000000   |  242.640348  |  38.617411   |  38.617411   |  -0.000000   |   0.025895   |
|      4       |   0.000000   |  248.028780  |  39.475006   |  39.475006   |  -0.000000   |   0.025332   |
|      5       |   0.000000   |  298.162090  |  47.453970   |  47.453970   |  -0.000000   |   0.021073   |
|      6       |   0.000000   |  496.619640  |  79.039471   |  79.039471   |  -0.000000   |   0.012652   |
|      7       |   0.000000   |  600.433126  |  95.561900   |  95.561900   |  -0.000000   |   0.010464   |
|      8       |   0.000000   |  639.570548  |  101.790814  |  101.790814  |  -0.000000   |   0.009824   |
|      9       |   0.000000   |  695.404538  |  110.677070  |  110.677070  |  -0.000000   |   0.009035   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  40.202339   |   6.398401   |   6.398401   |  -0.000000   |   0.156289   |
|      1       |   0.000000   |  42.009351   |   6.685996   |   6.685996   |  -0.000000   |   0.149566   |
|      2       |   0.000000   |  99.393234   |  15.818924   |  15.818924   |  -0.000000   |   0.063215   |
|      3       |   0.000000   |  240.684059  |  38.306058   |  38.306058   |  -0.000000   |   0.026106   |
|      4       |   0.000000   |  247.581183  |  39.403769   |  39.403769   |  -0.000000   |   0.025378   |
|      5       |   0.000000   |  298.198319  |  47.459736   |  47.459736   |  -0.000000   |   0.021070   |
|      6       |   0.000000   |  496.585978  |  79.034113   |  79.034113   |  -0.000000   |   0.012653   |
|      7       |   0.000000   |  594.033862  |  94.543425   |  94.543425   |  -0.000000   |   0.010577   |
|      8       |   0.000000   |  639.170494  |  101.727144  |  101.727144  |  -0.000000   |   0.009830   |
|      9       |   0.000000   |  695.398522  |  110.676112  |  110.676112  |  -0.000000   |   0.009035   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  39.579324   |   6.299245   |   6.299245   |  -0.000000   |   0.158749   |
|      1       |   0.000000   |  41.879207   |   6.665283   |   6.665283   |  -0.000000   |   0.150031   |
|      2       |   0.000000   |  99.405256   |  15.820838   |  15.820838   |  -0.000000   |   0.063208   |
|      3       |   0.000000   |  238.542991  |  37.965296   |  37.965296   |  -0.000000   |   0.026340   |
|      4       |   0.000000   |  247.077748  |  39.323645   |  39.323645   |  -0.000000   |   0.025430   |
|      5       |   0.000000   |  298.238395  |  47.466115   |  47.466115   |  -0.000000   |   0.021068   |
|      6       |   0.000000   |  496.547884  |  79.028050   |  79.028050   |  -0.000000   |   0.012654   |
|      7       |   0.000000   |  587.936467  |  93.572995   |  93.572995   |  -0.000000   |   0.010687   |
|      8       |   0.000000   |  638.720867  |  101.655583  |  101.655583  |  -0.000000   |   0.009837   |
|      9       |   0.000000   |  695.391668  |  110.675021  |  110.675021  |  -0.000000   |   0.009035   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  38.874741   |   6.187107   |   6.187107   |  -0.000000   |   0.161626   |
|      1       |   0.000000   |  41.732639   |   6.641956   |   6.641956   |  -0.000000   |   0.150558   |
|      2       |   0.000000   |  99.418428   |  15.822934   |  15.822934   |  -0.000000   |   0.063199   |
|      3       |   0.000000   |  236.240262  |  37.598806   |  37.598806   |  -0.000000   |   0.026597   |
|      4       |   0.000000   |  246.519834  |  39.234850   |  39.234850   |  -0.000000   |   0.025488   |
|      5       |   0.000000   |  298.282001  |  47.473055   |  47.473055   |  -0.000000   |   0.021065   |
|      6       |   0.000000   |  496.505381  |  79.021286   |  79.021286   |  -0.000000   |   0.012655   |
|      7       |   0.000000   |  582.147333  |  92.651626   |  92.651626   |  -0.000000   |   0.010793   |
|      8       |   0.000000   |  638.223006  |  101.576346  |  101.576346  |  -0.000000   |   0.009845   |
|      9       |   0.000000   |  695.383970  |  110.673796  |  110.673796  |  -0.000000   |   0.009036   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  38.085225   |   6.061452   |   6.061452   |  -0.000000   |   0.164977   |
|      1       |   0.000000   |  41.569275   |   6.615956   |   6.615956   |  -0.000000   |   0.151150   |
|      2       |   0.000000   |  99.432673   |  15.825201   |  15.825201   |  -0.000000   |   0.063190   |
|      3       |   0.000000   |  233.799113  |  37.210285   |  37.210285   |  -0.000000   |   0.026874   |
|      4       |   0.000000   |  245.908910  |  39.137619   |  39.137619   |  -0.000000   |   0.025551   |
|      5       |   0.000000   |  298.328802  |  47.480504   |  47.480504   |  -0.000000   |   0.021061   |
|      6       |   0.000000   |  496.458492  |  79.013823   |  79.013823   |  -0.000000   |   0.012656   |
|      7       |   0.000000   |  576.662311  |  91.778657   |  91.778657   |  -0.000000   |   0.010896   |
|      8       |   0.000000   |  637.678369  |  101.489665  |  101.489665  |  -0.000000   |   0.009853   |
|      9       |   0.000000   |  695.375425  |  110.672436  |  110.672436  |  -0.000000   |   0.009036   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  37.206662   |   5.921624   |   5.921624   |  -0.000000   |   0.168873   |
|      1       |   0.000000   |  41.388697   |   6.587216   |   6.587216   |  -0.000000   |   0.151809   |
|      2       |   0.000000   |  99.447906   |  15.827626   |  15.827626   |  -0.000000   |   0.063181   |
|      3       |   0.000000   |  231.242418  |  36.803374   |  36.803374   |  -0.000000   |   0.027171   |
|      4       |   0.000000   |  245.246549  |  39.032201   |  39.032201   |  -0.000000   |   0.025620   |
|      5       |   0.000000   |  298.378463  |  47.488407   |  47.488407   |  -0.000000   |   0.021058   |
|      6       |   0.000000   |  496.407247  |  79.005667   |  79.005667   |  -0.000000   |   0.012657   |
|      7       |   0.000000   |  571.470848  |  90.952410   |  90.952410   |  -0.000000   |   0.010995   |
|      8       |   0.000000   |  637.088520  |  101.395787  |  101.395787  |  -0.000000   |   0.009862   |
|      9       |   0.000000   |  695.366035  |  110.670942  |  110.670942  |  -0.000000   |   0.009036   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  36.234003   |   5.766821   |   5.766821   |  -0.000000   |   0.173406   |
|      1       |   0.000000   |  41.190451   |   6.555664   |   6.555664   |  -0.000000   |   0.152540   |
|      2       |   0.000000   |  99.464040   |  15.830194   |  15.830194   |  -0.000000   |   0.063170   |
|      3       |   0.000000   |  228.592267  |  36.381589   |  36.381589   |  -0.000000   |   0.027486   |
|      4       |   0.000000   |  244.534414  |  38.918861   |  38.918861   |  -0.000000   |   0.025694   |
|      5       |   0.000000   |  298.430641  |  47.496712   |  47.496712   |  -0.000000   |   0.021054   |
|      6       |   0.000000   |  496.351676  |  78.996823   |  78.996823   |  -0.000000   |   0.012659   |
|      7       |   0.000000   |  566.558518  |  90.170589   |  90.170589   |  -0.000000   |   0.011090   |
|      8       |   0.000000   |  636.455115  |  101.294978  |  101.294978  |  -0.000000   |   0.009872   |
|      9       |   0.000000   |  695.355805  |  110.669314  |  110.669314  |  -0.000000   |   0.009036   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  35.161007   |   5.596048   |   5.596048   |  -0.000000   |   0.178698   |
|      1       |   0.000000   |  40.974034   |   6.521220   |   6.521220   |  -0.000000   |   0.153346   |
|      2       |   0.000000   |  99.480986   |  15.832891   |  15.832891   |  -0.000000   |   0.063160   |
|      3       |   0.000000   |  225.869624  |  35.948267   |  35.948267   |  -0.000000   |   0.027818   |
|      4       |   0.000000   |  243.774244  |  38.797876   |  38.797876   |  -0.000000   |   0.025775   |
|      5       |   0.000000   |  298.485001  |  47.505363   |  47.505363   |  -0.000000   |   0.021050   |
|      6       |   0.000000   |  496.291814  |  78.987295   |  78.987295   |  -0.000000   |   0.012660   |
|      7       |   0.000000   |  561.908671  |  89.430543   |  89.430543   |  -0.000000   |   0.011182   |
|      8       |   0.000000   |  635.779890  |  101.187512  |  101.187512  |  -0.000000   |   0.009883   |
|      9       |   0.000000   |  695.344746  |  110.667553  |  110.667553  |  -0.000000   |   0.009036   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  33.979882   |   5.408066   |   5.408066   |  -0.000000   |   0.184909   |
|      1       |   0.000000   |  40.738900   |   6.483797   |   6.483797   |  -0.000000   |   0.154231   |
|      2       |   0.000000   |  99.498653   |  15.835702   |  15.835702   |  -0.000000   |   0.063148   |
|      3       |   0.000000   |  223.094082  |  35.506526   |  35.506526   |  -0.000000   |   0.028164   |
|      4       |   0.000000   |  242.967845  |  38.669534   |  38.669534   |  -0.000000   |   0.025860   |
|      5       |   0.000000   |  298.541213  |  47.514310   |  47.514310   |  -0.000000   |   0.021046   |
|      6       |   0.000000   |  496.227698  |  78.977091   |  78.977091   |  -0.000000   |   0.012662   |
|      7       |   0.000000   |  557.503543  |  88.729445   |  88.729445   |  -0.000000   |   0.011270   |
|      8       |   0.000000   |  635.064649  |  101.073678  |  101.073678  |  -0.000000   |   0.009894   |
|      9       |   0.000000   |  695.332875  |  110.665664  |  110.665664  |  -0.000000   |   0.009036   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  32.680774   |   5.201307   |   5.201307   |  -0.000000   |   0.192259   |
|      1       |   0.000000   |  40.484454   |   6.443301   |   6.443301   |  -0.000000   |   0.155200   |
|      2       |   0.000000   |  99.516949   |  15.838614   |  15.838614   |  -0.000000   |   0.063137   |
|      3       |   0.000000   |  220.283681  |  35.059237   |  35.059237   |  -0.000000   |   0.028523   |
|      4       |   0.000000   |  242.117076  |  38.534129   |  38.534129   |  -0.000000   |   0.025951   |
|      5       |   0.000000   |  298.598961  |  47.523501   |  47.523501   |  -0.000000   |   0.021042   |
|      6       |   0.000000   |  496.159368  |  78.966216   |  78.966216   |  -0.000000   |   0.012664   |
|      7       |   0.000000   |  553.325027  |  88.064413   |  88.064413   |  -0.000000   |   0.011355   |
|      8       |   0.000000   |  634.311252  |  100.953771  |  100.953771  |  -0.000000   |   0.009906   |
|      9       |   0.000000   |  695.320215  |  110.663649  |  110.663649  |  -0.000000   |   0.009036   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  31.251009   |   4.973753   |   4.973753   |  -0.000000   |   0.201055   |
|      1       |   0.000000   |  40.210056   |   6.399629   |   6.399629   |  -0.000000   |   0.156259   |
|      2       |   0.000000   |  99.535784   |  15.841612   |  15.841612   |  -0.000000   |   0.063125   |
|      3       |   0.000000   |  217.454809  |  34.609008   |  34.609008   |  -0.000000   |   0.028894   |
|      4       |   0.000000   |  241.223838  |  38.391966   |  38.391966   |  -0.000000   |   0.026047   |
|      5       |   0.000000   |  298.657940  |  47.532887   |  47.532887   |  -0.000000   |   0.021038   |
|      6       |   0.000000   |  496.086870  |  78.954678   |  78.954678   |  -0.000000   |   0.012665   |
|      7       |   0.000000   |  549.355204  |  87.432596   |  87.432596   |  -0.000000   |   0.011437   |
|      8       |   0.000000   |  633.521600  |  100.828094  |  100.828094  |  -0.000000   |   0.009918   |
|      9       |   0.000000   |  695.306795  |  110.661513  |  110.661513  |  -0.000000   |   0.009037   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  29.673930   |   4.722753   |   4.722753   |  -0.000000   |   0.211741   |
|      1       |   0.000000   |  39.915010   |   6.352671   |   6.352671   |  -0.000000   |   0.157414   |
|      2       |   0.000000   |  99.555065   |  15.844681   |  15.844681   |  -0.000000   |   0.063113   |
|      3       |   0.000000   |  214.622157  |  34.158177   |  34.158177   |  -0.000000   |   0.029276   |
|      4       |   0.000000   |  240.290066  |  38.243352   |  38.243352   |  -0.000000   |   0.026148   |
|      5       |   0.000000   |  298.717865  |  47.542425   |  47.542425   |  -0.000000   |   0.021034   |
|      6       |   0.000000   |  496.010250  |  78.942483   |  78.942483   |  -0.000000   |   0.012667   |
|      7       |   0.000000   |  545.576714  |  86.831231   |  86.831231   |  -0.000000   |   0.011517   |
|      8       |   0.000000   |  632.697625  |  100.696955  |  100.696955  |  -0.000000   |   0.009931   |
|      9       |   0.000000   |  695.292652  |  110.659262  |  110.659262  |  -0.000000   |   0.009037   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.927021   |   4.444723   |   4.444723   |  -0.000000   |   0.224986   |
|      1       |   0.000000   |  39.598564   |   6.302307   |   6.302307   |  -0.000000   |   0.158672   |
|      2       |   0.000000   |  99.574705   |  15.847806   |  15.847806   |  -0.000000   |   0.063100   |
|      3       |   0.000000   |  211.798727  |  33.708814   |  33.708814   |  -0.000000   |   0.029666   |
|      4       |   0.000000   |  239.317714  |  38.088597   |  38.088597   |  -0.000000   |   0.026255   |
|      5       |   0.000000   |  298.778465  |  47.552070   |  47.552070   |  -0.000000   |   0.021030   |
|      6       |   0.000000   |  495.929559  |  78.929641   |  78.929641   |  -0.000000   |   0.012670   |
|      7       |   0.000000   |  541.973002  |  86.257682   |  86.257682   |  -0.000000   |   0.011593   |
|      8       |   0.000000   |  631.841277  |  100.560662  |  100.560662  |  -0.000000   |   0.009944   |
|      9       |   0.000000   |  695.277826  |  110.656903  |  110.656903  |  -0.000000   |   0.009037   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  25.978724   |   4.134642   |   4.134642   |  -0.000000   |   0.241859   |
|      1       |   0.000000   |  39.259907   |   6.248408   |   6.248408   |  -0.000000   |   0.160041   |
|      2       |   0.000000   |  99.594615   |  15.850975   |  15.850975   |  -0.000000   |   0.063088   |
|      3       |   0.000000   |  208.995881  |  33.262727   |  33.262727   |  -0.000000   |   0.030064   |
